city,country,distance,id,lat,localized_country_name,lon,member_count,ranking,zip
Vetlanda,se,842.4843379198154,1037792,57.43000030517578,Sweden,15.079999923706055,4,71,meetup92
Strängnäs,se,919.4897064481406,1037794,59.380001068115234,Sweden,17.020000457763672,4,72,meetup94
Fagersta,se,890.6366962980668,1037800,60.0,Sweden,15.8100004196167,4,73,meetup100
Märsta,se,947.491252138464,1037747,59.630001068115234,Sweden,17.84000015258789,3,74,meetup47
Boo,se,954.2654370935142,1037751,59.310001373291016,Sweden,18.139999389648438,3,75,meetup51
Falkenberg,se,749.6361604674271,1037758,56.900001525878906,Sweden,12.510000228881836,3,76,meetup58
Kristinehamn,se,828.56887226213,1037762,59.31999969482422,Sweden,14.109999656677246,3,77,meetup62
Bålsta,se,936.2399186035735,1037787,59.59000015258789,Sweden,17.489999771118164,3,78,meetup87
Finspång,se,873.6259122251181,1037789,58.709999084472656,Sweden,15.779999732971191,3,79,meetup89
Söderhamn,se,950.209726763738,1037797,61.310001373291016,Sweden,17.079999923706055,3,80,meetup97
Upplands-Väsby,se,949.0723241160096,1037726,59.529998779296875,Sweden,17.920000076293945,2,81,meetup26
Motala,se,847.9638496842005,1037736,58.540000915527344,Sweden,15.039999961853027,2,82,meetup36
Vänersborg,se,757.9822363996353,1037753,58.369998931884766,Sweden,12.329999923706055,2,83,meetup53
Härnösand,se,1001.6792785661967,1037765,62.63999938964844,Sweden,17.93000030517578,2,84,meetup65
Avesta,se,904.1001399675486,1037779,60.15999984741211,Sweden,16.18000030517578,2,85,meetup79
Kumla,se,857.4001696933416,1037793,59.130001068115234,Sweden,15.130000114440918,2,86,meetup93
Nybro,se,872.1948794131043,1037795,56.75,Sweden,15.90999984741211,2,87,meetup95
Vallentuna,se,954.1640668705176,1037742,59.540000915527344,Sweden,18.079999923706055,1,88,meetup42
Köping,se,889.1062105346364,1037766,59.52000045776367,Sweden,15.989999771118164,1,89,meetup66
Nässjö,se,830.1670747893288,1037769,57.65999984741211,Sweden,14.699999809265137,1,90,meetup69
Tranås,se,841.5944832922976,1037778,58.040000915527344,Sweden,14.970000267028809,1,91,meetup78
Kinna,se,758.5224500591482,1037781,57.5,Sweden,12.649999618530273,1,92,meetup81
Mölnlycke,se,742.2155475319227,1037782,57.650001525878906,Sweden,12.130000114440918,1,93,meetup82
Sala,se,913.1267037728712,1037796,59.93000030517578,Sweden,16.600000381469727,1,94,meetup96
Älmhult,se,807.8531820861108,1110042,56.54999923706055,Sweden,14.140000343322754,0,95,meetup34382
Säffle,se,789.2687229662888,1110312,59.130001068115234,Sweden,12.930000305175781,0,96,meetup34384
Skara,se,794.1783303919466,1109062,58.38999938964844,Sweden,13.4399995803833,0,97,meetup101
Lysekil,se,727.9736309941245,1110202,58.279998779296875,Sweden,11.4399995803833,0,98,meetup34383
Sollentuna,se,948.9352315100379,1110974,59.439998626708984,Sweden,17.940000534057617,0,99,meetup34385
Girón,se,1217.7713241041768,1037759,67.86000061035156,Sweden,20.219999313354492,0,100,meetup59
stratford,se,794.7072969225745,1110733,58.380001068115234,Sweden,13.460000038146973,0,101,E20 1DD
Västerhaninge,se,951.0810987338634,1037776,59.119998931884766,Sweden,18.079999923706055,0,102,meetup76
Staffanstorp,se,775.0958324308474,1037785,55.650001525878906,Sweden,13.199999809265137,0,103,meetup85
Höganäs,se,749.3677174383422,1037788,56.20000076293945,Sweden,12.550000190734863,0,104,meetup88
Skoghall,se,809.7525941535738,1037790,59.34000015258789,Sweden,13.479999542236328,0,105,meetup90
Hultsfred,se,869.2538923674931,1111018,57.4900016784668,Sweden,15.84000015258789,0,106,meetup34386
